Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
3263,73,RL,52,6939,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,7337,7337,Gable,CompShg,VinylSd,VinylSd,BrkFace,003,Gd,TA,PConc,Gd,TA,No,GLQ,299,Unf,3,298,0824,GasA,Ex,Y,SBrkr,0824,3,3,0824,0,3,7,3,4,0,Gd,5,Typ,3,NA,Attchd,7337,RFn,7,811,TA,TA,Y,3,27,3,3,3,3,NA,NA,NA,3,4,7336,WD,Normal,227444
3262,73,RL,83,9316,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,2,8,0663,0663,Hip,CompShg,HdBoard,HdBoard,BrkFace,81,TA,TA,CBlock,Gd,TA,No,ALQ,0384,Unf,3,785,0436,GasA,TA,Y,SBrkr,0446,3,3,0446,0,3,7,3,7,0,TA,5,Typ,0,TA,Attchd,0663,Fin,7,191,Gd,Gd,Y,3,89,3,3,63,3,NA,NA,NA,3,2,7335,WD,Normal,364444
3261,73,RL,50,9933,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2,0622,7339,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,Gd,TA,Mn,LwQ,847,Rec,011,451,0313,GasA,TA,Y,SBrkr,0313,3,3,0313,3,3,7,3,4,0,Gd,8,Typ,3,NA,Detchd,0622,Unf,7,191,TA,TA,Y,3,3,3,3,799,3,NA,NA,NA,3,6,7336,WD,Normal,394944
3260,63,RL,61,6133,Pave,NA,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,8,0620,0620,Mansard,CompShg,MetalSd,Persona2,None,3,TA,TA,CBlock,TA,TA,Av,Unf,3,Unf,3,607,607,GasA,TA,Y,SBrkr,607,607,3,0971,3,3,7,7,1,7,TA,9,Typ,3,NA,NA,NA,NA,3,3,NA,NA,Y,079,3,3,3,3,3,NA,NA,NA,3,1,7303,WD,Normal,315444
3269,83,RL,83,6549,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,0.5Fin,5,2,0606,0663,Gable,CompShg,Persona1,Persona2,None,3,TA,TA,PConc,TA,TA,No,Unf,3,Unf,3,931,931,GasA,Ex,Y,SBrkr,0566,219,3,7112,3,3,7,3,1,0,Gd,03,Min2,0,Gd,Detchd,0656,Unf,0,445,TA,TA,Y,727,3,17,3,005,3,NA,NA,NA,3,4,7303,WD,Normal,385444
3268,83,RM,83,5333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,0.5Fin,5,5,0646,0683,Gable,CompShg,MetalSd,MetalSd,None,3,TA,Fa,CBlock,TA,TA,No,Unf,3,Unf,3,293,293,GasA,Ex,Y,FuseF,978,892,3,0107,3,3,0,3,1,0,TA,5,Typ,0,Gd,Detchd,0646,Unf,0,793,TA,TA,Y,18,3,3,3,3,3,NA,NA,NA,3,8,7336,WD,Normal,312944
3267,73,RL,NA,6263,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,8,0654,0654,Hip,CompShg,HdBoard,HdBoard,BrkFace,180,TA,TA,CBlock,TA,TA,No,ALQ,856,Rec,90,529,0479,GasA,TA,Y,SBrkr,0479,3,3,0479,0,3,0,0,4,0,TA,5,Typ,7,Gd,Attchd,0654,Unf,7,879,TA,TA,Y,3,75,3,3,3,3,NA,NA,NA,3,5,7303,WD,Normal,301444
3266,73,RL,NA,45833,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,8,8,0651,0651,Gable,CompShg,Persona1,Persona1,BrkCmn,570,TA,Gd,CBlock,TA,TA,Av,Rec,907,Unf,3,907,0571,GasA,Fa,Y,SBrkr,0897,3,3,0897,3,0,7,3,1,0,TA,2,Typ,3,NA,Attchd,0651,Unf,7,463,TA,TA,N,059,069,3,3,3,3,NA,NA,NA,3,5,7335,WD,Normal,354444
3265,073,RL,13,8551,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,8,7333,7333,Gable,CompShg,CemntBd,CmentBd,None,3,Gd,TA,PConc,Gd,TA,No,GLQ,0089,Unf,3,414,0830,GasA,Ex,Y,SBrkr,0586,3,3,0586,0,3,7,3,7,0,Ex,8,Typ,0,Ex,Attchd,7333,Fin,7,166,TA,TA,Y,707,86,3,3,3,3,NA,NA,NA,3,03,7336,WD,Normal,276444
3254,53,RL,95,00358,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,8,7335,7335,Gable,CompShg,VinylSd,VinylSd,Stone,299,Gd,TA,PConc,Gd,TA,Mn,Unf,3,Unf,3,0398,0398,GasA,Ex,Y,SBrkr,0073,983,3,0623,3,3,7,0,4,0,Ex,9,Typ,0,Gd,BuiltIn,7335,Fin,4,284,TA,TA,Y,022,21,3,3,3,3,NA,NA,NA,3,03,7335,New,Partial,263444
3253,93,RL,NA,01007,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,2,0651,0651,Hip,CompShg,Persona1,HdBoard,BrkFace,95,TA,TA,PConc,TA,TA,Av,GLQ,0301,Unf,3,049,0087,GasA,TA,Y,SBrkr,0087,3,3,0087,0,3,0,3,4,0,TA,5,Typ,0,Gd,Attchd,0651,RFn,7,191,TA,TA,Y,772,3,3,3,3,3,NA,NA,NA,3,1,7303,WD,Normal,364944
3252,053,RM,70,0593,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,8,2,0627,0627,Gable,CompShg,CemntBd,CmentBd,BrkFace,759,TA,TA,CBlock,TA,TA,No,ALQ,740,Unf,3,466,543,GasA,TA,Y,SBrkr,543,527,3,0437,3,3,7,0,4,0,TA,5,Typ,3,NA,Detchd,0627,Unf,0,751,TA,TA,Y,098,3,3,3,3,3,NA,NA,NA,3,7,7336,WD,Normal,335944
3251,23,RM,53,5533,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1,0967,0658,Gable,CompShg,Persona1,Persona1,None,3,TA,TA,Stone,TA,TA,No,Unf,3,Unf,3,661,661,GasA,TA,N,SBrkr,0429,661,3,7427,3,3,7,3,1,7,TA,00,Min2,3,NA,Attchd,0698,RFn,0,147,TA,TA,Y,3,792,3,3,3,3,NA,NA,NA,3,07,7336,WD,Normal,347944
3250,53,RL,29,03013,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,2,8,0625,0625,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,PConc,Gd,TA,No,GLQ,061,Unf,3,549,947,GasA,TA,Y,SBrkr,947,947,3,0551,3,3,7,0,1,0,TA,9,Typ,0,TA,Attchd,0625,RFn,7,879,TA,TA,Y,3,79,3,3,786,3,NA,GdWo,NA,3,4,7335,WD,Normal,382544
3259,73,RL,53,9027,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,2,0688,0663,Hip,CompShg,WdShing,Plywood,None,3,TA,TA,CBlock,TA,TA,No,Rec,052,Unf,3,562,951,GasA,TA,Y,SBrkr,951,3,3,951,0,3,0,3,7,0,TA,8,Typ,3,NA,Detchd,0682,Unf,7,827,TA,TA,N,3,3,3,3,3,3,NA,NA,NA,3,1,7335,WD,Normal,339444
3258,73,RL,23,9133,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,8,8,0659,0659,Hip,CompShg,HdBoard,HdBoard,BrkFace,059,TA,TA,CBlock,TA,TA,Av,BLQ,0305,Unf,3,45,0387,GasA,Gd,Y,SBrkr,0387,3,3,0387,0,3,0,0,4,0,TA,8,Typ,3,NA,Attchd,0659,RFn,0,799,TA,TA,Y,485,3,3,3,3,3,NA,GdWo,NA,3,00,7335,WD,Normal,316944
3257,73,RL,93,9233,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5,0654,0654,Hip,CompShg,MetalSd,MetalSd,BrkFace,019,TA,Gd,CBlock,TA,TA,Mn,ALQ,225,Unf,3,411,0073,GasA,Gd,Y,SBrkr,0079,3,3,0079,0,3,7,3,4,0,TA,5,Typ,3,NA,Attchd,0654,RFn,7,878,TA,TA,Y,067,73,074,3,3,3,NA,MnPrv,NA,3,07,7339,WD,Normal,399444
3256,093,RM,48,4528,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,5,8,7338,7335,Gable,CompShg,VinylSd,VinylSd,BrkFace,97,TA,TA,PConc,Gd,TA,Gd,GLQ,812,Unf,3,3,812,GasA,Gd,Y,SBrkr,0327,3,3,0327,0,3,7,3,7,0,TA,8,Typ,3,NA,Basment,7338,Fin,7,878,TA,TA,Y,3,11,3,3,3,3,NA,NA,NA,3,5,7335,New,Partial,304444
3255,53,RL,404,54992,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,03,8,7339,7339,Hip,ClyTile,Stucco,Stucco,Stone,265,Ex,TA,PConc,Ex,TA,Gd,GLQ,8511,Unf,3,155,5003,GasA,Ex,Y,SBrkr,1567,683,3,8517,7,3,7,0,4,0,Ex,07,Typ,4,Gd,Attchd,7339,Fin,7,0109,TA,TA,Y,701,767,3,3,3,193,Gd,NA,NA,3,0,7339,New,Partial,384444
3144,73,RL,28,2833,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,2,0686,0661,Hip,CompShg,BrkFace,BrkFace,None,3,TA,TA,CBlock,TA,TA,No,LwQ,413,Rec,635,3,0715,GasA,Ex,Y,SBrkr,0715,3,3,0715,0,3,0,0,4,0,Gd,5,Typ,3,NA,Attchd,0686,RFn,0,438,TA,TA,Y,709,3,3,3,3,3,NA,GdPrv,NA,3,8,7303,WD,Normal,390444
3143,53,RL,NA,03257,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2,8,0666,0666,Gable,CompShg,VinylSd,VinylSd,None,411,Gd,TA,PConc,Gd,TA,No,GLQ,561,Unf,3,791,629,GasA,Ex,Y,SBrkr,0338,629,3,0694,3,3,7,0,4,0,Gd,6,Typ,0,TA,Attchd,0666,Fin,7,163,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,8,7336,WD,Normal,229444
3142,23,RL,NA,2833,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,2,0617,0683,Gable,CompShg,Persona1,Persona1,None,3,TA,TA,CBlock,TA,TA,No,BLQ,812,Unf,3,771,220,GasA,Fa,Y,SBrkr,284,210,3,0161,3,3,0,3,4,0,Gd,2,Typ,7,Gd,Attchd,0617,Unf,0,704,TA,TA,P,3,3,3,3,771,3,NA,NA,NA,3,00,7336,WD,Normal,377944
3141,53,RL,67,03073,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,8,0661,0661,Hip,CompShg,VinylSd,VinylSd,BrkFace,460,Gd,TA,PConc,Gd,TA,No,GLQ,213,Unf,3,178,0058,GasA,Ex,Y,SBrkr,0734,0474,3,7875,0,3,7,0,1,0,Gd,9,Typ,0,TA,Attchd,0661,RFn,4,911,TA,TA,Y,436,29,3,3,3,3,NA,NA,NA,3,07,7335,WD,Normal,254444
3140,73,RL,24,9599,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2,8,7338,7338,Gable,CompShg,VinylSd,VinylSd,BrkFace,779,Gd,TA,PConc,Gd,TA,Av,Unf,3,Unf,3,0505,0505,GasA,Ex,Y,SBrkr,0505,3,3,0505,3,3,7,3,4,0,Gd,2,Typ,3,NA,Attchd,7338,RFn,4,941,TA,TA,Y,739,86,3,3,3,3,NA,NA,NA,3,1,7335,WD,Normal,212444
3149,053,RM,47,4454,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,2,8,7331,7331,Gable,CompShg,VinylSd,VinylSd,Stone,002,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,625,625,GasA,Ex,Y,SBrkr,625,247,3,0239,3,3,7,3,4,0,Gd,2,Maj1,3,NA,Detchd,7331,Unf,7,493,TA,TA,Y,3,13,3,3,3,3,NA,NA,NA,3,1,7335,WD,Normal,314444
3148,73,RL,039,04024,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,6,8,7335,7332,Hip,CompShg,VinylSd,VinylSd,Stone,433,Gd,TA,PConc,Ex,TA,No,GLQ,0827,Unf,3,93,0587,GasA,Ex,Y,SBrkr,0587,3,3,0587,0,3,7,3,7,0,Ex,5,Typ,7,Ex,Attchd,7335,Fin,7,913,TA,TA,Y,131,037,3,3,3,3,NA,NA,NA,3,00,7336,WD,Normal,129444
3147,073,RL,19,5688,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2,8,7338,7335,Gable,CompShg,VinylSd,VinylSd,Stone,61,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,0459,0459,GasA,Ex,Y,SBrkr,0459,3,3,0459,3,3,7,3,7,0,Gd,5,Typ,0,Gd,Attchd,7338,RFn,7,121,TA,TA,Y,047,48,3,3,3,3,NA,NA,NA,3,6,7335,New,Partial,242944
3146,73,RL,53,9327,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,8,0661,0668,Gable,CompShg,VinylSd,VinylSd,None,3,TA,Gd,PConc,Gd,Gd,No,ALQ,215,Unf,3,711,663,GasA,Ex,Y,SBrkr,663,3,3,663,0,3,0,3,4,0,TA,8,Typ,3,NA,Detchd,7333,Unf,7,193,TA,TA,Y,3,51,3,3,3,3,NA,NA,NA,3,8,7336,WD,Normal,316444
3145,73,RM,033,07333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,8,2,0619,7338,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,CBlock,TA,TA,No,GLQ,011,ALQ,539,027,671,GasA,Ex,Y,SBrkr,0077,3,3,0077,0,3,0,3,7,0,Gd,5,Typ,3,NA,Attchd,0619,Unf,7,879,TA,TA,Y,3,45,3,3,3,3,NA,GdWo,NA,3,8,7339,WD,Normal,307444
3134,73,RL,NA,2084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,8,0660,0660,Gable,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,Gd,TA,No,GLQ,0733,Unf,3,29,0729,GasA,Gd,Y,SBrkr,0761,3,3,0761,0,3,7,3,4,0,Gd,5,Typ,3,NA,Attchd,0660,RFn,7,165,TA,TA,Y,007,80,3,3,3,3,NA,GdWo,NA,3,5,7339,WD,Normal,375244
3133,73,RL,033,02833,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,2,9,0686,7337,Gable,CompShg,BrkFace,HdBoard,None,3,Gd,Gd,PConc,Gd,TA,Av,GLQ,0135,Unf,3,165,0637,GasA,TA,Y,SBrkr,0637,3,3,0637,0,3,7,3,4,0,Ex,2,Typ,7,TA,Attchd,0686,Fin,7,852,TA,TA,Y,3,732,057,3,3,3,NA,NA,NA,3,8,7303,WD,Normal,119444
3132,73,RL,59,9901,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,7338,7332,Gable,CompShg,VinylSd,VinylSd,BrkFace,93,Gd,TA,PConc,Gd,TA,No,GLQ,678,Unf,3,416,0721,GasA,Ex,Y,SBrkr,0721,3,3,0721,0,3,7,3,4,0,Gd,5,Typ,3,NA,Attchd,7338,RFn,7,839,TA,TA,Y,751,69,3,3,3,3,NA,NA,NA,3,0,7332,New,Partial,241444
3131,53,RL,NA,6827,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,8,0663,0663,Gable,CompShg,Persona1,Persona1,BrkFace,445,Gd,TA,PConc,Ex,TA,No,GLQ,197,Unf,3,620,0184,GasA,Ex,Y,SBrkr,0184,0482,3,7903,3,3,7,0,1,0,Gd,6,Typ,0,Ex,Attchd,0663,RFn,7,283,Gd,Gd,Y,833,3,3,3,3,3,NA,NA,NA,3,5,7332,WD,Normal,142444
3130,53,RL,039,01221,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,8,0666,0666,Gable,CompShg,VinylSd,VinylSd,BrkFace,058,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,0464,0464,GasA,Ex,Y,SBrkr,0177,0022,3,7866,3,3,7,0,1,0,Gd,03,Typ,0,TA,BuiltIn,0666,Fin,4,226,TA,TA,Y,559,43,3,3,3,3,NA,NA,NA,3,8,7303,WD,Normal,111386
3139,73,RL,53,9063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,5,0681,0681,Hip,CompShg,Persona1,Persona1,None,3,TA,TA,CBlock,TA,TA,No,Rec,247,Unf,3,705,619,GasA,Ex,Y,SBrkr,619,3,3,619,0,3,0,3,4,0,TA,8,Typ,0,TA,Detchd,0685,Unf,0,793,TA,TA,Y,3,45,3,3,3,3,NA,NA,NA,3,03,7332,WD,Normal,335444
3138,53,RL,98,00328,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,8,0656,0656,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,Fa,TA,Mn,ALQ,833,LwQ,725,025,687,GasA,TA,Y,SBrkr,0367,0373,3,7007,3,3,7,0,1,0,TA,6,Typ,7,Gd,Attchd,0656,Unf,7,825,TA,TA,Y,793,3,3,3,3,3,NA,NA,NA,3,5,7339,WD,Normal,248544
3137,73,RL,50,03775,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,8,7339,7339,Gable,CompShg,VinylSd,VinylSd,Stone,723,Gd,TA,PConc,Ex,TA,Gd,Unf,3,Unf,3,0577,0577,GasA,Ex,Y,SBrkr,0543,3,3,0543,0,3,7,3,4,0,Ex,9,Typ,0,Gd,Attchd,7339,RFn,4,953,TA,TA,Y,027,17,3,3,3,3,NA,NA,NA,3,0,7336,WD,Normal,259051
3136,073,FV,12,1743,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,2,8,7335,7332,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Ex,Gd,No,Unf,3,Unf,3,0487,0487,GasA,Ex,Y,SBrkr,0487,3,3,0487,3,3,7,3,7,0,Gd,8,Typ,0,Gd,Attchd,7335,RFn,7,155,TA,TA,Y,3,710,3,3,3,3,NA,NA,NA,3,1,7332,New,Partial,246544
3135,73,RL,NA,01290,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,8,7330,7337,Hip,CompShg,VinylSd,VinylSd,BrkFace,029,Gd,TA,PConc,Gd,TA,Gd,Unf,3,Unf,3,0284,0284,GasA,Ex,Y,SBrkr,0292,3,3,0292,3,3,7,3,4,0,Gd,2,Typ,0,TA,Attchd,7330,RFn,4,219,TA,TA,Y,069,083,3,3,3,3,NA,NA,NA,3,9,7335,WD,Normal,279444
3124,73,RL,28,03708,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,8,0681,0681,Hip,CompShg,Persona1,Persona1,BrkFace,047,TA,TA,PConc,TA,TA,No,ALQ,167,Unf,3,427,951,GasA,Ex,Y,SBrkr,619,3,3,619,3,3,0,3,4,0,TA,8,Typ,3,NA,Attchd,0681,Unf,0,719,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,7,7332,WD,Normal,333444
3123,73,RL,23,9133,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,0682,0682,Hip,CompShg,BrkFace,BrkFace,None,3,TA,TA,CBlock,TA,TA,No,ALQ,096,Rec,550,579,0129,GasA,Gd,Y,SBrkr,0129,3,3,0129,0,3,0,0,4,0,TA,5,Typ,7,Gd,Attchd,0682,RFn,7,117,TA,TA,Y,001,3,3,3,705,3,NA,NA,NA,3,5,7336,WD,Normal,398944
3122,73,RL,NA,5572,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,0616,0683,Hip,CompShg,VinylSd,VinylSd,None,3,TA,TA,CBlock,NA,NA,NA,NA,3,NA,3,3,3,Floor,TA,N,SBrkr,273,3,3,273,3,3,0,3,7,0,TA,1,Typ,3,NA,Detchd,0688,Unf,0,792,TA,Fa,Y,3,3,3,3,3,3,NA,NA,NA,3,2,7339,WD,Normal,72944
3121,53,RL,032,03095,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2,8,0667,0667,Gable,CompShg,HdBoard,HdBoard,None,3,Gd,TA,PConc,Gd,TA,No,GLQ,521,Unf,3,25,283,GasA,Ex,Y,SBrkr,0350,957,3,0674,0,3,7,0,4,0,Gd,9,Typ,0,TA,Attchd,0667,RFn,7,851,TA,TA,Y,713,46,3,3,3,3,NA,NA,NA,3,5,7303,WD,Normal,354444
3120,43,RL,83,8443,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1,2,0613,0683,Hip,CompShg,VinylSd,VinylSd,None,3,Fa,TA,CBlock,TA,TA,No,LwQ,793,Unf,3,013,173,GasA,Gd,Y,SBrkr,239,3,3,239,3,3,0,3,7,0,Fa,8,Typ,3,NA,NA,NA,NA,3,3,NA,NA,Y,051,3,3,3,3,3,NA,NA,NA,3,07,7336,WD,Normal,62944
3129,73,RL,28,6695,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,8,7335,7332,Gable,CompShg,VinylSd,VinylSd,BrkFace,179,Gd,TA,PConc,Ex,TA,Av,Unf,3,Unf,3,0268,0268,GasA,Ex,Y,SBrkr,0268,3,3,0268,3,3,7,3,7,0,Gd,2,Typ,0,Gd,Attchd,7332,RFn,4,968,TA,TA,Y,3,16,3,3,3,3,NA,NA,NA,3,7,7332,New,Partial,307444
3128,43,RM,13,4545,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1,1,0677,0683,Gable,CompShg,AsbShng,AsbShng,None,3,TA,TA,BrkTil,TA,Fa,No,Unf,3,Unf,3,265,265,GasA,Fa,N,SBrkr,265,3,3,265,3,3,0,3,7,0,TA,8,Typ,3,NA,NA,NA,NA,3,3,NA,NA,N,3,3,033,3,3,3,NA,MnPrv,NA,3,0,7339,WD,Normal,99444
3127,43,RH,23,1723,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,0640,7335,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,BrkTil,TA,TA,No,Rec,811,Unf,3,3,811,GasA,Ex,Y,SBrkr,221,3,3,221,3,3,0,3,4,0,Gd,5,Typ,3,NA,NA,NA,NA,3,3,NA,NA,Y,3,3,795,3,3,3,NA,NA,NA,3,8,7332,WD,Normal,75444
3126,73,RL,53,5533,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,6,0697,7339,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,Gd,CBlock,TA,TA,No,ALQ,510,Unf,3,028,905,GasA,Ex,Y,SBrkr,905,3,3,905,3,0,0,3,4,0,Gd,8,Typ,0,Ex,Attchd,0697,Unf,0,751,TA,TA,Y,3,3,3,3,3,3,NA,MnPrv,NA,3,03,7339,WD,Normal,314944
3125,83,RM,53,03113,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,0.5Fin,5,2,0673,0683,Gable,CompShg,BrkFace,Persona1,None,3,Gd,Gd,BrkTil,Gd,TA,No,LwQ,164,Unf,3,0302,0803,GasW,Ex,Y,SBrkr,0891,0739,3,7267,3,3,7,3,8,0,TA,9,Mod,7,TA,Detchd,0673,Unf,7,873,Fa,TA,Y,3,812,3,3,193,3,NA,MnPrv,Shed,0083,5,7339,WD,Normal,298444
3114,53,RL,54,6391,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2,8,0669,0669,Hip,CompShg,VinylSd,VinylSd,None,3,TA,TA,PConc,Gd,TA,No,Unf,3,Unf,3,648,648,GasA,Gd,Y,SBrkr,688,522,3,0547,3,3,7,0,4,0,TA,9,Typ,0,TA,Attchd,0669,Fin,7,157,TA,TA,Y,3,79,3,3,3,3,NA,NA,NA,3,5,7335,WD,Normal,378944
3113,73,RL,98,03333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,8,7335,7335,Hip,CompShg,VinylSd,VinylSd,Stone,103,Gd,TA,PConc,Gd,Gd,Av,Unf,3,Unf,3,0899,0899,GasA,Ex,Y,SBrkr,0899,3,3,0899,3,3,7,3,4,0,Gd,2,Typ,0,Gd,Attchd,7335,RFn,4,978,TA,TA,Y,011,18,3,3,3,3,NA,NA,NA,3,07,7332,WD,Normal,227444
3112,93,RL,88,03293,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,8,8,0625,0625,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,CBlock,TA,TA,Av,ALQ,194,Unf,3,179,600,GasA,Gd,Y,SBrkr,681,3,3,681,3,3,0,3,4,0,TA,5,Typ,3,NA,Detchd,0625,Unf,7,825,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,2,7335,WD,Normal,312944
